University,Programme,Tuition fee,Duration,Apply date,Start date,Campus location,Taught in,Overview,Programme structure,Tuition Fees,Living costs,TOEFL,IELTS,Category
City University of Hong Kong,Master of Business Administration,"13,500 HKD/credit
469,489 CNY / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Students who complete the Master of Business Administration programme at City University of Hong Kong will gain better ideas on their professional goals and how to achieve them through seminars, symposiums, networking events, and beyond. 

Key Features

Upon completing the program, students will:
?Learn the fundamentals of business and develop cutting-edge managerial abilities
?Incorporate multidisciplinary perspectives to cultivate proficient problem-solving skills
?Develop powerful leadership and communication abilities
?Integrate ethical, environmental, and social factors into corporate operations
    I want to find another Master Course","Programme Structure
 
Courses Include:
?Managerial Decision Making
?Business Analytics and Decision Modelling
?Financial Reporting Analysis for Business Decisions
?Management Information Systems
?Corporate Finance
?Organizational Behavior and Leadership",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6,Business
City University of Hong Kong,International Accounting,"11,100 HKD/credit
289,518 CNY / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Students will be provided with specialised knowledge in international and Hong Kong accounting as well as related fields of information management, international business and investment so that graduates can make a significant contribution to the functioning and development of their employing organizations &ndash; particularly organizations such as multinational enterprises, joint ventures, Hong Kong companies and government agencies engaged in foreign trade and investment, and Certified Public Accountant (CPA) or consulting firms with multinational corporate clients and networks.

Key Features

This International Accounting programme at City University of Hong Kong is accredited by professional bodies, including the Association of Chartered Certified Accountants (ACCA), and the Hong Kong Institute of Certified Public Accountants (HKICPA).  Accreditation is granted based on the successful completion of designated courses and is subject to periodic review by the respective institutions.  

To qualify for module exemptions, students must complete the accredited courses aligned with the relevant professional modules.  This is particularly important when these courses are not included among the core courses required for graduation and must be taken as electives. 

Students who have not completed the required accredited electives, for any reason, or who have not studied equivalent subject areas previously, may be required to undertake the relevant modules independently.  

Please note that all exemptions are subject to the specific criteria and approval processes established by the respective professional bodies.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Accounting Information Systems
?Advanced International Financial Accounting
?Advanced Taxation
?Corporate Governance
?Financial Management
?International Financial Management
?International Financial Statement Analysis
?Management Accounting Issues in Multinational Enterprises",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6,Business
City University of Hong Kong,Professional Accounting and Corporate Governance,"11,100 HKD/credit
289,518 CNY / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Professional Accounting and Corporate Governance programme is offered by the Department of Accountancy at City University of Hong Kong. 

Key Features

The programme has been selected by the University Grants Committee (UGC) for the scholarship award under the main priority area of &lsquo;Financial&rsquo;. 

Scholarships are available to local students admitted to the programme. Nominated students will be invited to submit applications for the scholarship.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Accounting Information Systems
?Advanced Taxation
?Corporate Governance
?Law Relating to Business and Companies
?Auditing
?Corporate Accounting
?Cost and Management Accounting
?Financial and Management Accounting
?Financial Management
?Financial Reporting",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6,Business
City University of Hong Kong,Finance,"11,700 HKD/credit
305,168 CNY / year",1 year,Unknown,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The financial market is a rapidly changing world. The swift pace of financial innovations in the last decade and the recent financial turmoil have changed the landscape of the financial sector. 

These changes will call for novel ways of risk management and new financial regulations. Professionals in the financial sector need to continuously update their knowledge lest their expertise will become obsolete.

Key Features

The mission of the Finance programme at City University of Hong Kong is to put students on a competitive edge in their future professional pursuit in the financial industry.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Corporate Finance
?Derivatives and Risk Management
?Financial Econometrics
?Investments
?Professional Seminars in Finance
?Advanced Corporate Finance
?Fixed Income Securities
?International Financial Management",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6,Business
City University of Hong Kong,Applied Economics,"11,300 HKD/credit
294,735 CNY / year",1 year,27-Mar,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Applied Economics programme at City University of Hong Kong provides a rigorous training in economic analysis and empirical methods for those who plan to pursue a career as economic analysts, policy researchers and investment strategists in multinational corporations, investment or commercial banks, trade associations, government bodies and policy research institutes.

Key Features

The objectives of the programme are:
?to equip students with advanced knowledge in modern economics for understanding, analyzing, and solving real-world problems;
?to develop students&#039; conceptual and analytical capabilities in analyzing economic policies and making competent business decisions; and
?to impart in-depth knowledge and skills in theories and empirical methods that facilitate applied research in economics.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Advanced Econometrics
?Advanced Microeconomics
?Advanced Macroeconomics
?Professional Seminars in Applied Economics
?Quantitative Methods in Economics",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6,Business
City University of Hong Kong,Financial Engineering,"11,700 HKD/credit
305,168 CNY / year",1 year,27-Mar,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The financial market is a rapidly changing world. The swift pace of financial innovations in the last decade and the recent financial turmoil have changed the landscape of the financial sector. 

These changes will call for novel ways of risk management and new financial regulations. Professionals in the financial sector need to continuously update their knowledge lest their expertise will become obsolete.

Key Features

The mission of the Financial Engineering programme at City University of Hong Kong is to put students on a competitive edge in their future professional pursuit in the financial industry.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Corporate Finance
?Derivatives and Risk Management
?Investments
?Stochastic Calculus for Finance
?Professional Seminars in Finance
?Financial Computing
?Fixed Income Securities
?Option Pricing",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6,Engineering&Technology
City University of Hong Kong,Business Information Systems (Management of Intelligent Systems Stream),"10,500 HKD/credit
29,572 GBP / year",1 year,26-May,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Business Information Systems (Management of Intelligent Systems Stream) degree at City University of Hong Kong aims to train students in the core domains of business and cutting-edge information systems that underpin the contemporary information society, so that graduates can excel in careers with professional positions that require both advanced business knowledge and IT-enabled problem solving skills.

Key Features

With the growing trend towards Artificial Intelligence, such information systems are increasingly imbued with greater intelligence.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Analytical Programming with Python
?Database Management Systems
?Information and Electronic Business Systems
?JAVA Programming for Business Applications
?Project Management and Quality Assurance
?System Analysis and Design",Tuition fees are shown in GBP and the most likely applicable fee is shown based on your nationality.,,79,6,Business
City University of Hong Kong,Business Information Systems (Financial and Intelligent Technology Stream),"10,500 HKD/credit
273,869 CNY / year",1 year,26-May,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Financial and intelligent technology hold the potential to revolutionize traditional business operations and lead to more innovative products, solutions, and processes, which creates value for business and society.

Key Features

The Business Information Systems (Financial and Intelligent Technology Stream) degree at City University of Hong Kong is offered to applicants with an intermediate IT/IS or Finance/Accounting knowledge (such as completion of fundamental related courses at the undergraduate level or with relevant working experience); and aims to complement each student&rsquo;s skills to a complete set to face challenges in financial and intelligent technology applications. 

The FIT Stream focuses on developing their capability to integrate intelligent technology with business domain knowledge. By doing so, graduates can excel in careers in managerial, technical, or innovative architect positions in their specialized business domains, such as in financial industry.
    I want to find another Master Course","Programme Structure
 
 Courses include:
?Business Data Analytics
?Corporate Finance
?Financial and Management Accounting
?Management Support and Business Intelligence Systems
?Project Management and Quality assurance
?Generative Artificial Intelligence for Business",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6,Business
City University of Hong Kong,Digital Transformation and Technological Innovation,"9,600 HKD/credit
250,394 CNY / year",1 year,26-May,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Digital Transformation and Technological Innovation programme at City University of Hong Kong does not assume that students have prior knowledge in these areas, but a background in information systems, business or organization studies will be an advantage.  

Key Features

The programme incorporates a special focus on, and the potential for, strategic advantage that digital transformation and technological innovation can bring.
    I want to find another Master Course","Programme Structure
 
 Courses include:
?Information and Electronic Business Systems
?Innovation and Technology Entrepreneurship
?Information Systems Consulting
?Information Systems Planning and Strategy
?Digital Transformation and Technological Innovation in the Organisation
?Research Methods for the IS Manager",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6.5,Engineering&Technology
City University of Hong Kong,Electronic Commerce,"8,100 HKD/credit
232,397 CNY / year",1 year,27-Mar,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Students in the Electronic Commerce programme at City University of Hong Kong will gain knowledge and skills in core business and technical related subjects, together with an in-depth understanding of the specific managerial, regulatory, and technical issues involved in the exploitation of eCommerce. Students will also acquire the necessary knowledge and skill to analyze, plan, design, develop, and maintain eCommerce systems.

Key Features

Upon completion of Electronic Commerce programme at City University of Hong Kong, graduates should have attained skills and competencies in the following areas:
?understanding of the technologies underpinning the implementation of e-Commerce systems;
?ability to help evaluate and develop electronic commerce opportunities for business;
?competence in evaluating and using software and security methodologies and tools in support of electronic commerce operations;
?knowledge and skills to construct a variety of electronic commerce systems in support of service and business goals;
?skills in the use of software technology to support accounting, marketing and analysis of electronic commerce operations; and
?understanding of the legal environment surrounding e-Commerce, as well as changes in traditional marketing brought about by e-Commerce.
    I want to find another Master Course","Programme Structure
 
Courses include:
?e-Commerce
?Internet Application Development
?Information Security for e-Commerce
?e-Business System Integration
?Analysis and Design of ecommerce Systems",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6.5,Business
City University of Hong Kong,Global Business Management,"12,800 HKD/credit
333,859 CNY / year",1 year,27-Mar,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The curriculum of the Global Business Management degree at City University of Hong Kong is designed with a truly global perspective, transcending Hong Kong and China to engage with international business challenges. The lecturers bring diverse, significant international experience, enriching the learning environment.

Key Features
?Top-Ranking Programme Recognized Worldwide: Proudly ranked 5th in Asia and 52nd globally in the 2025 QS Business Master&rsquo;s Rankings, this programme stands as a testament to academic excellence and industry relevance.
?Blending Theory and Practice: Combining traditional classroom teaching with experiential learning, the programme blends theory with practice through immersive field trips and guided research projects&mdash;both virtual, via video conferencing, and in-person.
?International Business Discovery: Participants benefit from direct interaction with industry peers from a broad range of sectors and backgrounds. This unique opportunity fosters invaluable knowledge exchange and broadens global business insights.
    I want to find another Master Course","Programme Structure
 
Courses include:
?International Organizational Behaviour
?Entrepreneurship
?Cross-Cultural Negotiation
?Managing International Business
?Financial Statement Analysis in Global Context
?Global Human Resources Management
?Business Ethics &amp; Social Responsibility
?Finance for the Global Manager",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6,Business
City University of Hong Kong,Operations and Supply Chain Management,"10,500 HKD/credit
50,983 SGD / year",1 year,27-Apr,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
This Operations and Supply Chain Management programme is offered by the Department of Decision Analytics and Operations at City University of Hong Kong.

Key Features

The programme benefits from the use of relevant technology and software packages (such as SAP, SAS, SPSS, and Service Models) to reinforce students&rsquo; understanding of the concepts, methods, and processes introduced.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Managerial Decision Modeling
?Predictive Analytics with Excel and R
?Operations Management
?Supply Chain Management 
?Advanced Case Analysis for Supply Chain Management
?AI-Enhanced Business Analytics with Excel and Python
?Business Process Modeling &amp; Simulation
?E-Logistics &amp; Enterprise Resource Planning",Tuition fees are shown in SGD and the most likely applicable fee is shown based on your nationality.,,79,6,Business
City University of Hong Kong,Marketing,"11,650 HKD/credit
32,811 GBP / year",1 year,27-Mar,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
This Marketing programme at City University of Hong Kong is designed to nurture marketing professionals and entrepreneurs. After completing this programme, students should be able to:
?acquire advanced knowledge of marketing philosophy, principles and techniques;
?develop critical awareness of contemporary strategic marketing issues from international perspectives;
?apply analytical tools including state-of-the-art software commonly used in marketing to respond operationally in dynamic, complex marketing environments and to make sound marketing decisions;
?develop a keen social conscience, through application of high ethical standards in the field of marketing.

Career Prospects

As a major commercial centre in Asia, Hong Kong has provided rich opportunities for graduates equipped with advanced marketing knowledge and techniques. 

The ambitious graduates will be equipped to work for a wide range of organizations both in Hong Kong and internationally, in a variety of areas such as marketing management, advertising, marketing research, business consultancy and sales management. Graduates may also pursue PhD studies.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Marketing Strategy and Planning
?Consumer/Buyer Behaviour
?Applied Marketing Research
?Marketing Innovation and Practicum
?Advanced Marketing Analytics
?Marketing Engineering",Tuition fees are shown in GBP and the most likely applicable fee is shown based on your nationality.,,79,6,Business
City University of Hong Kong,International Studies,"8,600 HKD/credit
179,449 CNY / year",1 year,27-Mar,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
This knowledge will not only help graduates to upgrade their professional abilities, but will also ensure that they are equipped with the necessary tools to understand the global and regional forces that shape our world. 

Key Features

The International Studies programme at City University of Hong Kong will provide advanced training for students seeking to strengthen their analytical skills, develop the capacity to conduct original research, and bolster their communication and presentation abilities.
This programme is designed for:?Graduates from disciplines of relevance to International Studies, including: 
?Asian Studies/International Studies/Communications/Law/Economics/Public and Social Administration/Geography/Political Science/History/Sociology 
?As well as professionals working in International Studies-related fields, including from:  
?Corporations/International Organizations/the Diplomatic core/Mass Media/Government agencies/Non-governmental Organizations (NGOs)
Students will acquire the ability to:?independently identify the forces shaping the interplay of regional and international policies and programmes;
?generate innovative hypotheses to explain similarities, differences, patterns, and relationships across a range of critical issues;
?conduct theory-based analyses of regional and international issues across the fields of political economy, political science, security studies and international relations;
?perform methodologically sound empirical research aiming to produce novel findings and develop new insights into contemporary issues and problems relevant to Asian and international studies;
?investigate governance challenges facing international organizations, governments, markets and civil societies, applying critical thinking skills to formulate creative solutions.
    I want to find another Master Course","Programme Structure
 
 Courses include:
?Asian Regional Governance
?International Political Economy
?Theory in International Studies
?International Relations of Northeast Asia
?Security Studies
?Authoritarian Resilience and Democratic Change in East Asia
?Environmental Challenges in Asia and the World",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6,Humanities
City University of Hong Kong,Integrated Marketing Communication,"7,600 HKD/credit
21,405 GBP / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
They recruit those who are interested in getting into, or are from the communication industry, including:
?mass media
?advertising/PR agencies
?PR/marketing communication departments of commercial firms
?information/publicity departments of governmental or non-profit organizations
?content divisions of Web/multimedia houses

Key Features

The Integrated Marketing Communication programme at City University of Hong Kong is a programme launched by the Department of Media and Communication, having the following features:
?It incorporates marketing, public relations, advertising, and new media in response to the needs by organizations that increasingly demand for professional integrated marketing communicators.
?It is one of the few in the world that infuse a heavy component of state-of-the-art technologies, such as a sophisticated e-platform that converges all modes of communication for this integrated degree.
?It is the first and only MA programme of its kind in UGC-funded universities in Hong Kong.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Research Methods for Communication and New Media
?Integrated Marketing Communication
?Advertising Production and Management
?Public Relations Strategies
?Crisis Communication and Management
?Consumer Behavior Insight",Tuition fees are shown in GBP and the most likely applicable fee is shown based on your nationality.,,79,6,Business
The Hong Kong University of Science and Technology,Accounting,"330,381 CNY / year",1 year,27-Apr,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Key facts:
?The program is both practical and academically rigorous. It is based on a foundation of carefully designed courses and components, and intends to cultivate &ldquo;thinking&rdquo; professional accountants, nurturing them to become successful business professionals across different business functions within diverse organizations.The program caters for accounting and non-accounting majors from business disciplines who are thinking of developing, or further enhancing, their careers in accounting and other related fields. Through this program, graduates will derive knowledge in accounting and business related areas at advanced level and be accredited by the Hong Kong Institute of Certified Public Accountants (HKICPA) Qualification Program (QP).The program provides students access to professionalism and the opportunity to master future success.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Corporate Financial Reporting 
?Taxation
?Auditing
?Corporate FinanceManagerial Accounting",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6.5,Business
The Hong Kong University of Science and Technology,Global Finance,"109,044 SGD / year",1 year,26-Jun,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Global Finance program at The Hong Kong University of Science and Technology is designed mainly for high-performance professionals in the financial services industry and those with finance functions in non-financial firms. With the complementary strengths of senior faculty from both Schools, the program offers the opportunity to advance knowledge and practices in global finance marketplace under the guidance of internationally recognized academics.

Overview
?The program takes the latest insights from Wall Street and the emerging Asian market and puts them into a global context. Classes are held in Hong Kong, New York and Shanghai. Participants are mostly experienced finance professionals from more than 10 countries all over the world.Upon successful completion of the program, graduates will be awarded a Master of Science degree jointly by NYU and HKUST. Graduates will become alumni of both Universities.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Corporate FinanceInvestmentsAsset AllocationDerivatives MarketsFixed Income Instruments and MarketsApplied Corporate Finance and ValuationBehavioral FinanceFinancial Markets and Corporate Finance in ChinaRisk Management in Financial InstitutionsTopics in Financial Markets and InnovationGroup Integrative Project Presentations",Tuition fees are shown in SGD and the most likely applicable fee is shown based on your nationality.,,80,6.5,Business
The Hong Kong University of Science and Technology,Global Operations,"276,477 CNY / year",1 year,26-Jun,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Global Operations program offered by The Hong Kong University of Science and Technology is designed to equip students with tools and understanding essential in the management of service operations, manufacturing operations, and supply chains. Students can choose to be in Operations Analytics concentration when taking electives based on their background and career interests.

Key facts:
?Graduates of the program are expected to disseminate their learning and understanding of global operations to industries in Hong Kong and the Greater China region, and enhance the economic development in the region and the global market to improve the competitiveness of the multinational companies.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Managerial Accounting FoundationsGlobal MacroeconomicsCorporate FinanceData AnalysisMarketing Strategy and PolicyManagement of OrganizationsManagerial CommunicationBusiness Modeling and OptimizationGlobal Operations StrategyGlobal Supply Chain Management",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6.5,Business
The Hong Kong University of Science and Technology,Master of Business Administration (Executive),"807,913 CNY / year","1 year, 4 months",26-Jul,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Hong Kong University of Science and Technology&#039;s Master of Business Administration (Executive) program aims to set new standards for business education by enabling business leaders to develop truly global perspectives on the world economy. With this as a foundation, leaders can hone their leadership capacity for all contexts.

Overview
?With China&rsquo;s unprecedented economic growth, accession to WTO, and globalization of the world economy, China&rsquo;s business enterprises face tremendous opportunities and challenges. There is a pressing need for business leaders in China to acquire cutting-edge knowledge in management, international business and China economy. Facing the intense international competition, as well as vast opportunities for internationalization, the development of high-quality business leaders with an international perspective and a clear understanding of the China market is of vital strategic importance for the success of today&rsquo;s new business environment.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Statistics: an analytical approach to risksManagerial Economics: an analytical approach to competitive positioningFinancial Accounting: understanding business through reported transactionsManagerial Accounting: accounting for decision making and controlCorporate Finance: financing business for strategic growthHRM &amp; Organizations Management: leading people to successMarketing Strategy: creating value for customersOperations and Value Chain Management: managing the alignment of value chain to strengthen corporate competitivenessManagement Strategy: orientating business through strategy",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,,Business
The Hong Kong University of Science and Technology,Kellogg-HKUST Executive MBA,"875,220 CNY / year",1? years,26-Sep,27-Feb,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
It is tailor-made for senior executives who have attained positions of leadership in their organizations. Participants not only learn from topnotch faculty of both Schools but also from a student body with extremely diverse backgrounds, industries and nationalities. The program encourages executives to think differently, look at their operations in a new way and relentlessly question and challenge. It is designed to help them address complex business and management issues ahead in a global and integrative context.

Key facts
?Upon successful completion of the Kellogg-HKUST Executive MBA program offered by The Hong Kong University of Science and Technology, graduates will be awarded a Master of Business Administration (MBA) degree jointly by the Northwestern University and HKUST. Graduates will become alumni of both Universities.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Frameworks for Strategic AnalysisStatistical Decision AnalysisFinancial Reporting SystemsMicroeconomicsManagerial Finance Marketing ManagementOperations ManagementFoundations for Strategy FormulationManagerial Accounting",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6.5,Business
The Hong Kong University of Science and Technology,Master of Business Administration,"521,655 CNY / year",1 year,26-Oct,27-Feb,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
While providing students with skills and knowledge to operate successfully in today&rsquo;s environment, the program also prepares them to cope with the challenges of the future. The School of Business and Management builds and maintains close relationships with the professional management community to prepare strongly motivated individuals for highly skilled managerial roles.

Overview
?Designed to provide a balance between theory and practice, and between individual and team approaches to management questions, the Master of Business Administration program offered by The Hong Kong University of Science and Technology is structured to provide a broad base of general management skills on which specialized skills may be developed. Thus, both generalists and specialists can meet their individual career preparation goals. Students not only develop analytical and conceptual tools for innovative problem solving, but also build up confidence and develop interpersonal skills to interact effectively in difficult and complex situations. Various teaching techniques and methods, such as lectures, simulation games, case discussions, and individual and group projects, are used to provide students with an intellectual as well as experiential background.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Preparing to LeadData Analysis Financial Accounting FoundationsGlobal Macroeconomics Managerial Accounting FoundationsManagerial Communication Managerial Microeconomics",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6.5,Business
The Hong Kong University of Science and Technology,Biomolecular Engineering and Health Informatics,208000 HKD / year,1 year,Unknown,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
This  Biomolecular Engineering and Health Informatics   MSc programme from the Hong Kong University of Science and Technology integrates biomolecular engineering and health informatics so that students will be uniquely prepared for career opportunities in these fields.

Students are required to complete a total of 30 credits of coursework, made up of at least 15 credits of core courses and 6 credits of elective courses. All students may also take a maximum of 9 credits of non-BEHI postgraduate courses, subject to the approval of the Programme Director. For details, please refer to the Postgraduate Programme Catalog.

Career opportunities:

Upon completion of this programme, graduates may find jobs in local and regional industries in pharmaceuticals, biomedical devices, diagnostics, biotechnology, and healthcare in general. Furthermore, the programme stimulates curiosity and interest in emerging fields, which provides a foundation to continue with postgraduate programmes or entrepreneurship.
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Courses include:
?Data Science in Bioengineering
?Biomaterials Engineering
?Molecular and Cellular Bioengineering
?Fundamentals and Applications of Sensing Technology in Healthcare
?Bioimaging and Bio-signal Analysis
?Synthetic Biology
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in  and the most likely applicable fee is shown based on your nationality.,,80,6.5,Engineering&Technology
The Hong Kong University of Science and Technology,Electronic Engineering,"208,662 CNY / year",1 year,Unknown,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
This  Electronic Engineering   MSc programme from Hong Kong University of Science and Technology offers courses in a broad range of subjects in electronic engineering. By enrolling in this programme, students will have the opportunity to delve into a diverse range of courses, providing them with a solid foundation in the latest technologies and advancements.

Key facts

Students are required to complete a total of 24 credits of coursework.  An Independent Study can also be undertaken for a maximum of 3 credits.  Subject to prior approval of the Programme Director, students may take a maximum of 9 credits of courses offered by other MSc programmes.
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Courses include:
?Embedded Systems
?Photonics Technology and Applications
?Flat Panel Displays
?Digital Communication Networks and Systems
?Advanced Architectures and Designs for Communication Networks
?Signal Analysis and Pattern Recognition
?Modern Control Systems Design
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6.5,Engineering&Technology
The Hong Kong University of Science and Technology,Engineering Enterprise Management,"278,216 CNY / year",1 year,Unknown,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
This  Engineering Enterprise Management   MSc programme at Hong Kong University of Science and Technology is a comprehensive programme designed for practicing engineers and scientists of all disciplines who wish to start a career in management.

Key facts

Industry managers who desire more advanced and up-to-date training to further their careers in future global enterprise &ndash; either in the service industry or manufacturing industries &ndash; can benefit from taking the programme. 

It provides the know-how and techniques from line management to middle management, and all the way up to global enterprise management.

The programme comprises a total of 30 credits of coursework, including one credit of Problem Solving for Engineering Managers; and 29 credits from the list of courses.  
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Courses include:
?Operation/Production Management
?Six Sigma Quality Management
?Product Development Management
?Global Supply Chain Management 
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6.5,Engineering&Technology
The Hong Kong University of Science and Technology,Intelligent Building Technology and Management,"188,230 CNY / year",1 year,Unknown,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
This  Intelligent Building Technology and Management   MSc programme from Hong Kong University of Science and Technology is designed for professionals in the building services industry who have to deal with complex multi-disciplinary building projects. 

They can be mechanical engineers, electrical engineers, building services engineers, civil engineers, architects and other building operation professionals who wish to pursue comprehensive studies in intelligent building design, operation and facilities management.

Curriculum

Students are required to complete at least 30 credits of IBTM courses, including 6 credits of core courses. Subject to approval, students may take certain number of courses from MSc in Civil Infrastructural Engineering and Management and MSc in Mechanical Engineering programmes.
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Courses include:
?Intelligent Building System
?Building Internet of Things: Technologies, Big Data and Strategies for the Building Manager
?Special Topics in Intelligent Building Systems
?Independent Studies
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6.5,Engineering&Technology
The Hong Kong University of Science and Technology,Telecommunications,"208,662 CNY / year",1 year,Unknown,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Students of the  Telecommunications   MSc programme at The Hong Kong University of Science & Technology are required to complete a total of 30 credits of courses, including 6 credits of MSc Project.  Subject to prior approval of the Programme Director, students may take a maximum of 9 credits of courses offered by other MSc programmes.  For details, please refer to the Postgraduate Program Catalog & Course Catalog. 

Career opportunities: 

Upon completion of this programme, graduates could take up roles such as Application Engineer, Hardware Engineer, Network Engineer, Network Security Analyst, System Design Engineer, Test Engineer, and Wireless Engineer etc.

Majority of students had been landing jobs in various well-known technology companies in home country while some would stay in Hong Kong cultivating different cultural experiences.  Meanwhile, some students have continued to pursue PhD studies at HKUST or other universities.
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Courses include:
?IP Networks
?Digital Communications
?Wireless Communication Networks
? Introduction to Telecommunication Networks
?Wireless Communication Systems
?Multimedia Signal Processing
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6.5,Business
The Hong Kong University of Science and Technology,Global China Studies,"15,021 GBP / year",1 year,26-Jun,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The one-year Global China Studies program offered by The Hong Kong University of Science and Technology emphasizes capacity building, especially in verbal and writing communication skills. An optional two-year program additionally focuses on fostering research capacity. 

Key facts
?The program is also designed to enable advanced undergraduates from elite universities to take on the challenge of postgraduate study in Global China Studies and receive both a Bachelor&rsquo;s and a Master&rsquo;s degree in Global China Studies within four years.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Quantitative Methods in Social ScienceChinese Social Stratification in Comparative PerspectiveThe Economy and Society in Imperial ChinaComparative Study of State FormationEconomic History of East Asia--From Tributary Trade to Maritime Customs NetworksNarratives on China&rsquo;s Legal Past and Present",Tuition fees are shown in GBP and the most likely applicable fee is shown based on your nationality.,,80,6.5,Humanities
